date,section,row_name,count
03-28,city/community,los angeles - reynier village,0
03-29,city/community,los angeles - reynier village,0
03-30,city/community,los angeles - reynier village,0
03-28,city/community,los angeles - san pedro,9
03-29,city/community,los angeles - san pedro,10
03-30,city/community,los angeles - san pedro,11
03-28,city/community,los angeles - shadow hills,0
03-29,city/community,los angeles - shadow hills,0
03-30,city/community,los angeles - shadow hills,0
03-28,city/community,los angeles - sherman oaks,25
03-29,city/community,los angeles - sherman oaks,27
03-30,city/community,los angeles - sherman oaks,32
03-28,city/community,los angeles - silverlake,14
03-29,city/community,los angeles - silverlake,16
03-30,city/community,los angeles - silverlake,18
03-28,city/community,los angeles - south carthay,5
03-29,city/community,los angeles - south carthay,6
03-30,city/community,los angeles - south carthay,8
03-28,city/community,los angeles - south park,4
03-29,city/community,los angeles - south park,4
03-30,city/community,los angeles - south park,4
03-28,city/community,los angeles - st elmo village,0
03-29,city/community,los angeles - st elmo village,0
03-30,city/community,los angeles - st elmo village,0
03-28,city/community,los angeles - studio city,10
03-29,city/community,los angeles - studio city,14
03-30,city/community,los angeles - studio city,15
03-28,city/community,los angeles - sun valley,5
03-29,city/community,los angeles - sun valley,6
03-30,city/community,los angeles - sun valley,6
03-28,city/community,los angeles - sunland,0
03-29,city/community,los angeles - sunland,0
03-30,city/community,los angeles - sunland,0
03-28,city/community,los angeles - sycamore square,0
03-29,city/community,los angeles - sycamore square,0
03-30,city/community,los angeles - sycamore square,0
03-28,city/community,los angeles - sylmar,8
03-29,city/community,los angeles - sylmar,15
03-30,city/community,los angeles - sylmar,18
03-29,city/community,los angeles - tarzana,23
03-30,city/community,los angeles - tarzana,24
03-28,city/community,los angeles - temple-beaudry,5
03-29,city/community,los angeles - temple-beaudry,5
03-30,city/community,los angeles - temple-beaudry,8
03-28,city/community,los angeles - thai town,0
03-29,city/community,los angeles - thai town,0
03-30,city/community,los angeles - thai town,0
03-28,city/community,los angeles - toluca lake,0
03-29,city/community,los angeles - toluca lake,0
03-30,city/community,los angeles - toluca lake,0
03-28,city/community,los angeles - toluca terrace,0
03-29,city/community,los angeles - toluca terrace,0
03-30,city/community,los angeles - toluca terrace,0
03-28,city/community,los angeles - toluca woods,0
03-29,city/community,los angeles - toluca woods,0
03-30,city/community,los angeles - toluca woods,0
03-28,city/community,los angeles - tujunga,2
03-29,city/community,los angeles - tujunga,3
03-30,city/community,los angeles - tujunga,4
03-28,city/community,los angeles - university hills,0
03-29,city/community,los angeles - university hills,0
03-30,city/community,los angeles - university hills,0
03-28,city/community,los angeles - university park,5
03-29,city/community,los angeles - university park,5
03-30,city/community,los angeles - university park,6
03-28,city/community,los angeles - valley glen,3
03-29,city/community,los angeles - valley glen,4
03-30,city/community,los angeles - valley glen,4
03-28,city/community,los angeles - valley village,14
03-29,city/community,los angeles - valley village,18
03-30,city/community,los angeles - valley village,19
03-28,city/community,los angeles - van nuys,6
03-29,city/community,los angeles - van nuys,7
03-30,city/community,los angeles - van nuys,10
03-28,city/community,los angeles - venice,13
03-29,city/community,los angeles - venice,17
03-30,city/community,los angeles - venice,18
03-28,city/community,los angeles - vermont knolls,0
03-29,city/community,los angeles - vermont knolls,0
03-30,city/community,los angeles - vermont knolls,0
03-28,city/community,los angeles - vermont square,0
03-29,city/community,los angeles - vermont square,0
03-30,city/community,los angeles - vermont square,0
03-28,city/community,los angeles - vermont vista,3
03-29,city/community,los angeles - vermont vista,5
03-30,city/community,los angeles - vermont vista,5
03-28,city/community,los angeles - vernon central,3
03-29,city/community,los angeles - vernon central,3
03-30,city/community,los angeles - vernon central,4
03-28,city/community,los angeles - victoria park,0
03-29,city/community,los angeles - victoria park,0
03-30,city/community,los angeles - victoria park,0
03-28,city/community,los angeles - view heights,0
03-29,city/community,los angeles - view heights,0
03-30,city/community,los angeles - view heights,0
03-28,city/community,los angeles - watts,1
03-29,city/community,los angeles - watts,2
03-30,city/community,los angeles - watts,2
03-28,city/community,los angeles - wellington square,0
03-29,city/community,los angeles - wellington square,0
03-30,city/community,los angeles - wellington square,0
03-28,city/community,los angeles - west adams,7
03-29,city/community,los angeles - west adams,7
03-30,city/community,los angeles - west adams,9
03-28,city/community,los angeles - west hills,5
03-29,city/community,los angeles - west hills,6
03-30,city/community,los angeles - west hills,7
03-28,city/community,los angeles - west los angeles,13
03-29,city/community,los angeles - west los angeles,18
03-30,city/community,los angeles - west los angeles,19
03-28,city/community,los angeles - west vernon,8
03-29,city/community,los angeles - west vernon,8
03-30,city/community,los angeles - west vernon,9
03-28,city/community,los angeles - westchester,12
03-29,city/community,los angeles - westchester,17
03-30,city/community,los angeles - westchester,17
03-28,city/community,los angeles - westlake,2
03-29,city/community,los angeles - westlake,5
03-30,city/community,los angeles - westlake,7
03-28,city/community,los angeles - westwood,17
03-29,city/community,los angeles - westwood,22
03-30,city/community,los angeles - westwood,26
03-28,city/community,los angeles - wholesale district,11
03-29,city/community,los angeles - wholesale district,12
03-30,city/community,los angeles - wholesale district,10
03-28,city/community,los angeles - wilmington,7
03-29,city/community,los angeles - wilmington,10
03-30,city/community,los angeles - wilmington,10
03-28,city/community,los angeles - wilshire center,4
03-29,city/community,los angeles - wilshire center,5
03-30,city/community,los angeles - wilshire center,8
03-28,city/community,los angeles - winnetka,8
03-29,city/community,los angeles - winnetka,9
03-30,city/community,los angeles - winnetka,9
03-28,city/community,los angeles - woodland hills,18
03-29,city/community,los angeles - woodland hills,19
03-30,city/community,los angeles - woodland hills,22
03-28,city/community,unincorporated - acton,0
03-29,city/community,unincorporated - acton,0
03-30,city/community,unincorporated - acton,0
03-28,city/community,unincorporated - agua dulce,0
03-29,city/community,unincorporated - agua dulce,0
03-30,city/community,unincorporated - agua dulce,0
03-28,city/community,unincorporated - altadena,10
03-29,city/community,unincorporated - altadena,10
03-30,city/community,unincorporated - altadena,10
03-28,city/community,unincorporated - anaverde,0
03-29,city/community,unincorporated - anaverde,0
03-30,city/community,unincorporated - anaverde,0
03-28,city/community,unincorporated - angeles national forest,0
03-29,city/community,unincorporated - angeles national forest,0
03-30,city/community,unincorporated - angeles national forest,0
03-28,city/community,unincorporated - arcadia,0
03-29,city/community,unincorporated - arcadia,0
03-30,city/community,unincorporated - arcadia,0
03-28,city/community,unincorporated - athens village,0
03-29,city/community,unincorporated - athens village,0
03-30,city/community,unincorporated - athens village,0
03-28,city/community,unincorporated - athens-westmont,7
03-29,city/community,unincorporated - athens-westmont,7
03-30,city/community,unincorporated - athens-westmont,7
03-28,city/community,unincorporated - avocado heights,0
03-29,city/community,unincorporated - avocado heights,0
03-30,city/community,unincorporated - avocado heights,0
03-28,city/community,unincorporated - azusa,0
03-29,city/community,unincorporated - azusa,0
03-30,city/community,unincorporated - azusa,0
03-28,city/community,unincorporated - bassett,0
03-29,city/community,unincorporated - bassett,0
03-30,city/community,unincorporated - bassett,0
03-28,city/community,unincorporated - bouquet canyon,0
03-29,city/community,unincorporated - bouquet canyon,0
03-30,city/community,unincorporated - bouquet canyon,0
03-28,city/community,unincorporated - bradbury,0
03-29,city/community,unincorporated - bradbury,0
03-30,city/community,unincorporated - bradbury,0
03-28,city/community,unincorporated - canyon country,0
03-29,city/community,unincorporated - canyon country,0
03-30,city/community,unincorporated - canyon country,0
03-28,city/community,unincorporated - castaic,4
03-29,city/community,unincorporated - castaic,4
03-30,city/community,unincorporated - castaic,3
03-28,city/community,unincorporated - cerritos,0
03-29,city/community,unincorporated - cerritos,0
03-30,city/community,unincorporated - cerritos,0
03-28,city/community,unincorporated - claremont,0
03-29,city/community,unincorporated - claremont,0
03-30,city/community,unincorporated - claremont,0
03-28,city/community,unincorporated - covina,0
03-29,city/community,unincorporated - covina,0
03-30,city/community,unincorporated - covina,0
03-28,city/community,unincorporated - covina (charter oak),0
03-29,city/community,unincorporated - covina (charter oak),0
03-30,city/community,unincorporated - covina (charter oak),0
03-28,city/community,unincorporated - del aire,0
03-29,city/community,unincorporated - del aire,0
03-30,city/community,unincorporated - del aire,0
03-28,city/community,unincorporated - del rey,0
03-29,city/community,unincorporated - del rey,0
03-30,city/community,unincorporated - del rey,0
03-28,city/community,unincorporated - del sur,0
03-29,city/community,unincorporated - del sur,0
03-30,city/community,unincorporated - del sur,0
03-28,city/community,unincorporated - desert view highlands,0
03-29,city/community,unincorporated - desert view highlands,0
03-30,city/community,unincorporated - desert view highlands,0
03-28,city/community,unincorporated - duarte,0
03-29,city/community,unincorporated - duarte,0
03-30,city/community,unincorporated - duarte,0
03-28,city/community,unincorporated - east covina,0
03-29,city/community,unincorporated - east covina,0
03-30,city/community,unincorporated - east covina,0
03-28,city/community,unincorporated - east la mirada,0
03-29,city/community,unincorporated - east la mirada,0
03-30,city/community,unincorporated - east la mirada,0
03-28,city/community,unincorporated - east lancaster,0
03-29,city/community,unincorporated - east lancaster,0
03-30,city/community,unincorporated - east lancaster,0
03-28,city/community,unincorporated - east los angeles,8
03-29,city/community,unincorporated - east los angeles,9
03-30,city/community,unincorporated - east los angeles,11
03-28,city/community,unincorporated - east pasadena,0
03-29,city/community,unincorporated - east pasadena,0
03-30,city/community,unincorporated - east pasadena,0
03-28,city/community,unincorporated - east rancho dominguez,0
03-29,city/community,unincorporated - east rancho dominguez,0
03-30,city/community,unincorporated - east rancho dominguez,0
03-28,city/community,unincorporated - east whittier,0
03-29,city/community,unincorporated - east whittier,0
03-30,city/community,unincorporated - east whittier,0
03-28,city/community,unincorporated - el camino village,0
03-29,city/community,unincorporated - el camino village,0
03-30,city/community,unincorporated - el camino village,0
03-28,city/community,unincorporated - el monte,0
03-29,city/community,unincorporated - el monte,0
03-30,city/community,unincorporated - el monte,0
03-28,city/community,unincorporated - elizabeth lake,0
03-29,city/community,unincorporated - elizabeth lake,0
03-30,city/community,unincorporated - elizabeth lake,0
03-28,city/community,unincorporated - florence-firestone,0
03-29,city/community,unincorporated - florence-firestone,0
03-30,city/community,unincorporated - florence-firestone,0
03-28,city/community,unincorporated - glendora,0
03-29,city/community,unincorporated - glendora,0
03-30,city/community,unincorporated - glendora,0
03-28,city/community,unincorporated - hacienda heights,2
03-29,city/community,unincorporated - hacienda heights,2
03-30,city/community,unincorporated - hacienda heights,2
03-28,city/community,unincorporated - hawthorne,0
03-29,city/community,unincorporated - hawthorne,0
03-30,city/community,unincorporated - hawthorne,0
03-28,city/community,unincorporated - hi vista,0
03-29,city/community,unincorporated - hi vista,0
03-30,city/community,unincorporated - hi vista,0
03-28,city/community,unincorporated - kagel/lopez canyons,0
03-29,city/community,unincorporated - kagel/lopez canyons,0
03-30,city/community,unincorporated - kagel/lopez canyons,0
03-28,city/community,unincorporated - la crescenta-montrose,0
03-29,city/community,unincorporated - la crescenta-montrose,0
03-30,city/community,unincorporated - la crescenta-montrose,0
03-28,city/community,unincorporated - la habra heights,0
03-29,city/community,unincorporated - la habra heights,0
03-30,city/community,unincorporated - la habra heights,0
03-28,city/community,unincorporated - la rambla,0
03-29,city/community,unincorporated - la rambla,0
03-30,city/community,unincorporated - la rambla,0
03-28,city/community,unincorporated - la verne,0
03-29,city/community,unincorporated - la verne,0
03-30,city/community,unincorporated - la verne,0
03-28,city/community,unincorporated - ladera heights,0
03-29,city/community,unincorporated - ladera heights,0
03-30,city/community,unincorporated - ladera heights,0
03-28,city/community,unincorporated - lake hughes,0
03-29,city/community,unincorporated - lake hughes,0
03-30,city/community,unincorporated - lake hughes,0
03-28,city/community,unincorporated - lake los angeles,0
03-29,city/community,unincorporated - lake los angeles,0
03-30,city/community,unincorporated - lake los angeles,0
03-28,city/community,unincorporated - lake manor,0
03-29,city/community,unincorporated - lake manor,0
03-30,city/community,unincorporated - lake manor,0
03-28,city/community,unincorporated - lakewood,0
03-29,city/community,unincorporated - lakewood,0
03-30,city/community,unincorporated - lakewood,0
03-28,city/community,unincorporated - lennox,0
03-29,city/community,unincorporated - lennox,5
03-30,city/community,unincorporated - lennox,7
03-28,city/community,unincorporated - leona valley,0
03-29,city/community,unincorporated - leona valley,0
03-30,city/community,unincorporated - leona valley,0
03-28,city/community,unincorporated - littlerock,0
03-29,city/community,unincorporated - littlerock,0
03-30,city/community,unincorporated - littlerock,0
03-28,city/community,unincorporated - littlerock/juniper hills,0
03-29,city/community,unincorporated - littlerock/juniper hills,0
03-30,city/community,unincorporated - littlerock/juniper hills,0
03-28,city/community,unincorporated - littlerock/pearblossom,0
03-29,city/community,unincorporated - littlerock/pearblossom,0
03-30,city/community,unincorporated - littlerock/pearblossom,0
03-28,city/community,unincorporated - llano,0
03-29,city/community,unincorporated - llano,0
03-30,city/community,unincorporated - llano,0
03-28,city/community,unincorporated - long beach,0
03-29,city/community,unincorporated - long beach,0
03-30,city/community,unincorporated - long beach,0
03-28,city/community,unincorporated - marina del rey,0
03-29,city/community,unincorporated - marina del rey,0
03-30,city/community,unincorporated - marina del rey,0
03-28,city/community,unincorporated - monrovia,0
03-29,city/community,unincorporated - monrovia,0
03-30,city/community,unincorporated - monrovia,0
03-28,city/community,unincorporated - newhall,0
03-29,city/community,unincorporated - newhall,0
03-30,city/community,unincorporated - newhall,0
03-28,city/community,unincorporated - north lancaster,0
03-29,city/community,unincorporated - north lancaster,0
03-30,city/community,unincorporated - north lancaster,0
03-28,city/community,unincorporated - north whittier,0
03-29,city/community,unincorporated - north whittier,0
03-30,city/community,unincorporated - north whittier,0
03-28,city/community,unincorporated - northeast san gabriel,0
03-29,city/community,unincorporated - northeast san gabriel,0
03-30,city/community,unincorporated - northeast san gabriel,0
03-28,city/community,unincorporated - padua hills,0
03-29,city/community,unincorporated - padua hills,0
03-30,city/community,unincorporated - padua hills,0
03-28,city/community,unincorporated - palmdale,0
03-29,city/community,unincorporated - palmdale,0
03-30,city/community,unincorporated - palmdale,0
03-28,city/community,unincorporated - palos verdes peninsula,0
03-29,city/community,unincorporated - palos verdes peninsula,0
03-30,city/community,unincorporated - palos verdes peninsula,0
03-28,city/community,unincorporated - pearblossom/llano,0
03-29,city/community,unincorporated - pearblossom/llano,0
03-30,city/community,unincorporated - pearblossom/llano,0
03-28,city/community,unincorporated - pellissier village,0
03-29,city/community,unincorporated - pellissier village,0
03-30,city/community,unincorporated - pellissier village,0
03-28,city/community,unincorporated - placerita canyon,0
03-29,city/community,unincorporated - placerita canyon,0
03-30,city/community,unincorporated - placerita canyon,0
03-28,city/community,unincorporated - pomona,0
03-29,city/community,unincorporated - pomona,0
03-30,city/community,unincorporated - pomona,0
03-28,city/community,unincorporated - quartz hill,0
03-29,city/community,unincorporated - quartz hill,0
03-30,city/community,unincorporated - quartz hill,0
03-28,city/community,unincorporated - rancho dominguez,0
03-29,city/community,unincorporated - rancho dominguez,0
03-30,city/community,unincorporated - rancho dominguez,0
03-28,city/community,unincorporated - roosevelt,0
03-29,city/community,unincorporated - roosevelt,0
03-30,city/community,unincorporated - roosevelt,0
03-28,city/community,unincorporated - rosewood,0
03-29,city/community,unincorporated - rosewood,0
03-30,city/community,unincorporated - rosewood,0
03-28,city/community,unincorporated - rosewood/east gardena,0
03-29,city/community,unincorporated - rosewood/east gardena,0
03-30,city/community,unincorporated - rosewood/east gardena,0
03-28,city/community,unincorporated - rosewood/west rancho dominguez,0
03-29,city/community,unincorporated - rosewood/west rancho dominguez,0
03-30,city/community,unincorporated - rosewood/west rancho dominguez,0
03-28,city/community,unincorporated - rowland heights,1
03-29,city/community,unincorporated - rowland heights,3
03-30,city/community,unincorporated - rowland heights,3
03-28,city/community,unincorporated - san jose hills,0
03-29,city/community,unincorporated - san jose hills,0
03-30,city/community,unincorporated - san jose hills,0
03-28,city/community,unincorporated - san pasqual,0
03-29,city/community,unincorporated - san pasqual,0
03-30,city/community,unincorporated - san pasqual,0
03-28,city/community,unincorporated - sand canyon,0
03-29,city/community,unincorporated - sand canyon,0
03-30,city/community,unincorporated - sand canyon,0
03-28,city/community,unincorporated - santa catalina island,0
03-29,city/community,unincorporated - santa catalina island,0
03-30,city/community,unincorporated - santa catalina island,0
03-28,city/community,unincorporated - santa monica mountains,0
03-29,city/community,unincorporated - santa monica mountains,0
03-30,city/community,unincorporated - santa monica mountains,0
03-28,city/community,unincorporated - saugus,0
03-29,city/community,unincorporated - saugus,0
03-30,city/community,unincorporated - saugus,0
03-28,city/community,unincorporated - saugus/canyon country,0
03-29,city/community,unincorporated - saugus/canyon country,0
03-30,city/community,unincorporated - saugus/canyon country,0
03-28,city/community,unincorporated - south antelope valley,0
03-29,city/community,unincorporated - south antelope valley,0
03-30,city/community,unincorporated - south antelope valley,0
03-28,city/community,unincorporated - south el monte,0
03-29,city/community,unincorporated - south el monte,0
03-30,city/community,unincorporated - south el monte,0
03-28,city/community,unincorporated - south san gabriel,0
03-29,city/community,unincorporated - south san gabriel,0
03-30,city/community,unincorporated - south san gabriel,0
03-28,city/community,unincorporated - south whittier,5
03-29,city/community,unincorporated - south whittier,5
03-30,city/community,unincorporated - south whittier,5
03-28,city/community,unincorporated - southeast antelope valley,0
03-29,city/community,unincorporated - southeast antelope valley,0
03-30,city/community,unincorporated - southeast antelope valley,0
03-28,city/community,unincorporated - stevenson ranch,0
03-29,city/community,unincorporated - stevenson ranch,0
03-30,city/community,unincorporated - stevenson ranch,0
03-28,city/community,unincorporated - sun village,0
03-29,city/community,unincorporated - sun village,0
03-30,city/community,unincorporated - sun village,0
03-28,city/community,unincorporated - sunrise village,0
03-29,city/community,unincorporated - sunrise village,0
03-30,city/community,unincorporated - sunrise village,0
03-28,city/community,unincorporated - twin lakes/oat mountain,0
03-29,city/community,unincorporated - twin lakes/oat mountain,0
03-30,city/community,unincorporated - twin lakes/oat mountain,0
03-28,city/community,unincorporated - val verde,0
03-29,city/community,unincorporated - val verde,0
03-30,city/community,unincorporated - val verde,0
03-28,city/community,unincorporated - valencia,0
03-29,city/community,unincorporated - valencia,0
03-30,city/community,unincorporated - valencia,0
03-28,city/community,unincorporated - valinda,0
03-29,city/community,unincorporated - valinda,0
03-30,city/community,unincorporated - valinda,0
03-28,city/community,unincorporated - view park/windsor hills,0
03-29,city/community,unincorporated - view park/windsor hills,0
03-30,city/community,unincorporated - view park/windsor hills,0
03-28,city/community,unincorporated - walnut park,0
03-29,city/community,unincorporated - walnut park,0
03-30,city/community,unincorporated - walnut park,0
03-28,city/community,unincorporated - west antelope valley,0
03-29,city/community,unincorporated - west antelope valley,0
03-30,city/community,unincorporated - west antelope valley,0
03-28,city/community,unincorporated - west carson,6
03-29,city/community,unincorporated - west carson,7
03-30,city/community,unincorporated - west carson,8
03-28,city/community,unincorporated - west la,0
03-29,city/community,unincorporated - west la,0
03-30,city/community,unincorporated - west la,0
03-28,city/community,unincorporated - west puente valley,0
03-29,city/community,unincorporated - west puente valley,0
03-30,city/community,unincorporated - west puente valley,0
03-28,city/community,unincorporated - west rancho dominguez,0
03-29,city/community,unincorporated - west rancho dominguez,0
03-30,city/community,unincorporated - west rancho dominguez,0
03-28,city/community,unincorporated - west whittier/los nietos,0
03-29,city/community,unincorporated - west whittier/los nietos,0
03-30,city/community,unincorporated - west whittier/los nietos,0
03-28,city/community,unincorporated - westfield/academy hills,0
03-29,city/community,unincorporated - westfield/academy hills,0
03-30,city/community,unincorporated - westfield/academy hills,0
03-28,city/community,unincorporated - westhills,0
03-29,city/community,unincorporated - westhills,0
03-30,city/community,unincorporated - westhills,0
03-28,city/community,unincorporated - white fence farms,0
03-29,city/community,unincorporated - white fence farms,0
03-30,city/community,unincorporated - white fence farms,0
03-28,city/community,unincorporated - whittier,0
03-29,city/community,unincorporated - whittier,0
03-30,city/community,unincorporated - whittier,0
03-28,city/community,unincorporated - willowbrook,1
03-29,city/community,unincorporated - willowbrook,1
03-30,city/community,unincorporated - willowbrook,2
03-28,city/community,unincorporated - wiseburn,0
03-29,city/community,unincorporated - wiseburn,0
03-30,city/community,unincorporated - wiseburn,0
03-28,deaths,long beach,1
03-29,deaths,long beach,1
03-30,deaths,long beach,1
03-28,deaths,los angeles county (excl.lbandpas),31
03-29,deaths,los angeles county (excl.lbandpas),36
03-30,deaths,los angeles county (excl.lbandpas),43
03-28,deaths,pasadena,0
03-29,deaths,pasadena,0
03-30,deaths,pasadena,0
03-28,hospitalization,hospitalized (ever),398
03-29,hospitalization,hospitalized (ever),453
03-30,hospitalization,hospitalized (ever),492
03-28,laboratory confirmed cases,long beach,75
03-29,laboratory confirmed cases,long beach,88
03-30,laboratory confirmed cases,long beach,99
03-28,laboratory confirmed cases,los angeles county (excl.lbandpas),1720
03-29,laboratory confirmed cases,los angeles county (excl.lbandpas),2038
03-30,laboratory confirmed cases,los angeles county (excl.lbandpas),2365
03-28,laboratory confirmed cases,pasadena,9
03-29,laboratory confirmed cases,pasadena,10
03-30,laboratory confirmed cases,pasadena,10
03-28,under investigation,under investigation,154
03-29,under investigation,under investigation,184
03-30,under investigation,under investigation,222
